alcohol,total sulfur dioxide,volatile acidity,fixed acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,citric acid,density
10.5,129.0,0.24,6.2,16.8,0.04,48.0,3.23,0.38,0.27,0.99691
10.2,135.0,0.17,6.1,1.5,0.056,45.0,3.2,0.43,0.27,0.9924
9.6,130.0,0.16,9.8,1.8,0.046,23.0,3.04,0.67,0.46,0.99587
9.63333333333333,148.0,0.41,6.0,1.1,0.066,22.0,3.3,0.47,0.23,0.99266
9.2,116.0,0.36,7.6,13.5,0.038,44.0,3.04,0.48,0.48,0.9982
9.8,127.0,0.14,6.0,5.6,0.036,37.0,3.05,0.57,0.17,0.99373
10.6,189.5,0.13,6.0,5.7,0.038,56.0,3.59,0.43,0.28,0.9948
10.6,120.0,0.14,8.0,1.5,0.035,42.0,3.26,0.4,0.49,0.9928
11.0,113.0,0.36,6.5,13.55,0.053,20.0,3.2,0.56,0.31,0.99544
11.55,86.0,0.22,5.9,1.3,0.052,42.0,3.31,0.47,0.3,0.99069
11.5,122.0,0.24,6.4,1.0,0.038,18.0,3.3,0.42,0.29,0.9906
12.4,110.0,0.22,5.7,1.9,0.036,37.0,3.26,0.58,0.33,0.98945
9.8,214.0,0.37,7.2,11.6,0.032,34.0,3.1,0.51,0.4,0.9963
11.5,133.0,0.3,5.9,7.85,0.03,19.0,3.52,0.43,0.47,0.9933
9.4,145.0,0.31,7.6,10.5,0.04,21.0,3.04,0.35,0.29,0.9966
9.1,162.5,0.28,7.3,12.9,0.049,62.0,3.06,0.45,0.54,0.9984
9.0,172.0,0.23,7.1,13.7,0.058,26.0,2.9,0.46,0.39,0.99755
11.3,162.0,0.4,7.8,7.8,0.06,34.0,3.26,0.58,0.49,0.9966
10.0,211.0,0.24,8.1,11.0,0.043,41.0,3.11,0.49,0.26,0.99676
11.0,116.0,0.22,6.5,1.6,0.039,36.0,3.38,0.57,0.27,0.99178
12.9,95.0,0.3,6.8,6.2,0.025,29.0,3.03,0.32,0.29,0.99071
12.4,94.0,0.32,6.2,2.9,0.029,37.0,3.25,0.6,0.45,0.98998
12.7,88.0,0.32,6.5,8.0,0.026,18.0,3.22,0.79,0.48,0.99144
10.6,161.0,0.61,7.0,1.7,0.051,25.0,3.36,0.6,0.26,0.9946
8.8,162.0,0.26,7.2,13.6,0.05,56.0,3.03,0.44,0.74,0.998
11.3,111.0,0.2,7.6,1.9,0.043,24.0,3.29,0.54,0.36,0.99237
9.1,187.0,0.35,7.4,17.95,0.062,42.0,3.27,0.64,0.31,1.0002
9.8,82.0,0.17,6.8,5.1,0.049,26.0,3.0,0.38,0.17,0.993
9.6,150.0,0.37,6.6,6.5,0.061,23.0,3.14,0.45,0.47,0.9954
10.3,116.0,0.14,6.3,1.2,0.044,26.0,3.26,0.53,0.39,0.992
9.9,112.0,0.26,7.3,1.7,0.05,10.0,3.11,0.43,0.24,0.99286
9.4,200.0,0.31,6.7,7.7,0.043,57.0,3.17,0.44,0.18,0.99566
10.7,131.0,0.43,6.5,13.15,0.032,25.0,3.23,0.51,0.18,0.99565
11.2,89.0,0.23,5.6,3.1,0.023,19.0,3.25,0.51,0.29,0.99068
8.8,182.0,0.29,7.4,12.8,0.037,61.5,3.02,0.34,0.48,0.99808
9.0,178.0,0.2,9.3,1.7,0.05,28.0,3.16,0.43,0.33,0.9954
11.7,77.0,0.18,8.4,5.1,0.036,7.0,3.16,0.52,0.42,0.9939
12.2,125.0,0.32,7.0,1.5,0.039,24.0,3.17,0.64,0.35,0.9918
9.1,148.0,0.31,7.1,14.5,0.059,6.0,2.94,0.44,0.5,0.9983
10.0,159.0,0.15,7.2,1.8,0.043,21.0,3.52,0.47,0.39,0.9948
9.1,141.0,0.305,6.3,16.0,0.061,26.0,3.08,0.5,0.22,0.99824
10.2,167.0,0.2,6.9,10.0,0.036,78.0,3.15,0.55,0.5,0.9964
11.9,121.0,0.22,6.8,6.9,0.037,33.0,3.02,0.39,0.31,0.99176
10.3,197.0,0.335,5.8,5.8,0.046,49.0,3.3,0.71,0.14,0.9937
9.6,191.0,0.27,6.4,2.0,0.084,21.0,3.49,0.63,0.19,0.99516
12.3,155.0,0.3,6.9,4.1,0.035,26.0,3.25,0.79,0.33,0.9925
10.4,245.0,0.25,7.0,9.0,0.046,56.0,3.25,0.5,0.32,0.9955
12.7,109.0,0.53,6.8,3.8,0.034,26.0,3.26,0.57,0.35,0.9906
9.5,185.0,0.24,6.8,8.3,0.045,50.0,3.15,0.5,0.38,0.99578
10.4,166.0,0.25,5.6,2.4,0.049,42.0,3.25,0.43,0.19,0.992
14.0,106.0,0.455,4.7,1.9,0.036,33.0,3.21,0.83,0.18,0.98746
9.1,192.0,0.25,7.4,13.5,0.06,52.0,3.0,0.44,0.37,0.9975
10.5,131.0,0.24,7.2,1.6,0.048,27.0,3.25,0.45,0.3,0.9933
12.4,155.0,0.3,6.2,3.5,0.037,37.0,3.18,0.37,0.33,0.98987
9.5,187.0,0.3,6.1,1.4,0.049,50.0,3.19,0.45,0.47,0.9927
9.0,171.0,0.18,6.8,12.8,0.062,19.0,3.0,0.52,0.3,0.99808
10.6,160.0,0.46,5.9,2.7,0.042,27.0,3.46,0.51,0.14,0.9931
9.2,191.0,0.38,6.9,9.8,0.04,28.0,3.28,0.61,0.25,0.9971
10.0,232.0,0.34,6.2,7.6,0.047,45.0,3.35,0.62,0.29,0.9955
11.4,68.0,0.42,5.5,1.6,0.019,18.0,3.33,0.51,0.09,0.9906
9.5,72.0,0.25,8.3,2.5,0.053,12.0,2.89,0.48,0.33,0.99404
9.5,162.0,0.25,5.9,12.4,0.047,50.0,3.35,0.38,0.19,0.9973
11.4,89.0,0.27,7.1,1.25,0.023,3.0,2.95,0.3,0.28,0.98993
10.5,90.0,0.39,7.1,1.4,0.194,23.0,3.17,0.46,0.79,0.99212
10.6,114.0,0.22,6.8,1.4,0.053,34.0,3.39,0.77,0.31,0.9929
9.1,146.0,0.19,6.9,5.0,0.058,14.0,3.29,0.36,0.28,0.9952
10.2,84.0,0.695,5.7,6.8,0.042,9.0,3.44,0.44,0.06,0.99432
9.4,201.0,0.42,6.9,15.4,0.043,57.0,3.08,0.54,0.2,0.99848
10.3,208.0,0.29,7.9,11.1,0.033,43.0,3.14,0.46,0.36,0.9969
12.0,185.0,0.34,6.8,2.8,0.088,23.0,3.51,0.7,0.74,0.9928
11.4,176.0,0.2,6.9,7.7,0.032,51.0,3.22,0.27,0.4,0.9939
12.9,80.0,0.34,6.5,1.0,0.023,6.0,3.15,0.54,0.46,0.98865
11.4,81.0,0.28,6.7,7.4,0.041,7.0,3.04,0.47,0.31,0.99254
9.6,132.0,0.17,7.0,4.8,0.034,34.0,3.36,0.48,0.31,0.9944
9.3,174.0,0.28,6.1,19.95,0.074,32.0,3.19,0.44,0.24,0.99922
9.5,189.0,0.14,8.3,1.5,0.049,56.0,3.21,0.62,0.26,0.9946
8.8,196.0,0.27,6.3,12.2,0.044,59.0,3.14,0.4,0.29,0.99782
8.9,233.0,0.28,6.2,13.0,0.039,64.0,3.08,0.38,0.43,0.99745
9.7,131.0,0.23,6.6,11.4,0.044,45.0,2.96,0.51,0.2,0.99604
9.3,148.0,0.4,6.9,8.9,0.053,36.0,3.16,0.5,0.37,0.996
11.0,159.0,0.33,6.0,1.8,0.031,49.0,3.41,0.53,0.2,0.9919
13.4,114.0,0.53,6.7,4.3,0.069,20.0,3.22,0.59,0.29,0.99014
12.8,109.0,0.32,7.2,1.4,0.029,29.0,3.15,0.51,0.33,0.9902
12.1,123.0,0.16,7.2,1.0,0.031,40.0,3.12,0.4,0.29,0.98958
10.0,155.0,0.32,5.7,2.6,0.049,17.0,3.22,0.64,0.5,0.9927
12.8,97.0,0.42,5.6,2.4,0.022,34.0,3.22,0.38,0.34,0.98915
10.1,64.0,0.15,7.7,1.3,0.029,10.0,3.35,0.39,0.29,0.9932
9.1,127.0,0.28,6.8,1.1,0.132,42.0,3.09,0.44,0.6,0.9934
9.0,179.0,0.28,7.2,12.5,0.046,48.0,3.1,0.52,0.26,0.9975
12.8,105.0,0.24,6.8,1.8,0.047,34.0,3.13,0.49,0.4,0.99
10.9,115.0,0.24,6.1,1.6,0.044,24.0,3.39,0.59,0.25,0.9921
11.2,102.0,0.31,5.5,3.0,0.027,16.0,3.23,0.56,0.29,0.99067
11.4,132.0,0.24,6.6,1.8,0.028,39.0,3.34,0.46,0.28,0.99182
11.1,156.0,0.27,14.2,1.1,0.037,33.0,3.15,0.54,0.49,0.992
9.4,110.0,0.36,6.6,11.3,0.046,8.0,3.07,0.46,0.52,0.9966
9.0,209.0,0.42,6.4,12.8,0.076,48.0,3.12,0.58,0.74,0.9978
9.5,191.0,0.26,6.4,7.7,0.056,45.0,3.16,0.5,0.35,0.99527
9.9,67.0,0.175,5.6,0.8,0.043,20.0,3.28,0.48,0.29,0.99112
9.8,197.0,0.22,8.0,14.0,0.053,83.0,3.14,0.45,0.28,0.9981
9.4,193.0,0.56,6.9,10.9,0.06,55.0,3.21,0.44,0.26,0.9969
10.4,154.0,0.19,6.6,10.9,0.045,53.0,3.52,0.77,0.43,0.99752
12.6,109.0,0.4,7.2,2.2,0.03,40.0,3.27,0.46,0.38,0.99075
9.0,134.0,0.24,6.2,12.5,0.055,47.0,3.3,0.51,0.25,0.99758
9.8,95.0,0.2,7.4,9.1,0.047,29.0,3.16,0.47,0.28,0.99532
10.0,204.0,0.39,7.1,11.1,0.034,25.0,3.05,0.52,0.39,0.99616
9.3,169.0,0.19,8.5,17.3,0.055,47.0,3.07,0.67,0.56,1.00047
9.7,138.0,0.3,5.8,6.3,0.042,36.0,3.15,0.48,0.09,0.99382
10.5,31.0,0.655,5.9,5.6,0.033,8.0,3.32,0.51,0.0,0.9936
9.4,192.0,0.46,7.1,13.7,0.045,44.0,3.11,0.53,0.23,0.9981
11.0,152.0,0.34,6.7,8.5,0.059,24.0,3.46,0.64,0.3,0.99615
10.4,130.0,0.15,9.2,1.6,0.046,22.0,3.02,0.45,0.68,0.9948
11.5,116.0,0.22,6.8,6.7,0.034,39.0,3.18,0.46,0.41,0.99245
12.5,134.0,0.24,6.5,2.2,0.027,36.0,3.28,0.36,0.36,0.9898
10.2,195.0,0.22,9.0,10.4,0.048,52.0,3.31,0.44,0.49,0.9987
9.1,171.0,0.345,7.9,15.3,0.047,54.0,3.09,0.51,0.51,0.9987
10.6,157.0,0.28,7.7,2.4,0.044,29.0,3.27,0.56,0.24,0.99312
11.9,78.0,0.48,5.9,1.5,0.037,19.0,3.47,0.42,0.3,0.99057
10.4,106.0,0.34,7.8,1.2,0.04,25.0,3.01,0.55,0.27,0.9932
12.0,180.0,0.26,6.0,3.8,0.029,48.0,3.15,0.34,0.32,0.99011
10.0,160.0,0.26,7.8,7.5,0.044,59.0,3.22,0.64,0.74,0.996
9.4,116.0,0.3,6.8,6.6,0.123,35.0,3.07,0.48,0.24,0.9953
10.5,313.0,0.27,7.5,5.8,0.057,131.0,3.18,0.59,0.31,0.9946
9.6,212.0,0.19,7.4,6.4,0.067,39.0,3.3,0.33,0.42,0.9958
12.3,76.0,0.25,7.0,2.1,0.021,17.0,3.26,0.45,0.33,0.99021
13.4,130.0,0.46,5.4,2.1,0.026,29.0,3.39,0.77,0.15,0.98953
8.8,164.0,0.31,6.6,6.2,0.052,13.0,3.24,0.39,0.37,0.99602
9.9,104.0,0.11,6.8,8.6,0.044,45.0,3.2,0.37,0.27,0.99454
13.3,106.0,0.3,6.2,1.6,0.036,28.0,3.14,0.41,0.28,0.988245
11.7,164.0,0.41,6.3,3.2,0.03,49.0,3.53,0.79,0.3,0.9927
9.8,134.0,0.13,7.1,1.2,0.047,54.0,3.3,0.97,0.4,0.9932
10.9,82.0,0.16,6.2,1.1,0.057,21.0,3.32,0.46,0.33,0.991
9.8,120.0,0.12,6.8,5.2,0.045,29.0,3.41,0.46,0.31,0.9942
12.4,98.0,0.24,5.7,1.3,0.03,25.0,3.37,0.43,0.3,0.98968
12.2,97.0,0.2,6.9,6.2,0.027,24.0,3.38,0.49,0.37,0.992
10.4,161.0,0.23,5.5,2.2,0.044,39.0,3.19,0.43,0.19,0.99209
12.1,121.0,0.23,5.4,1.5,0.03,74.0,3.24,0.99,0.36,0.98976
11.3,134.0,0.24,6.0,3.95,0.038,61.0,3.3,0.54,0.28,0.99146
10.8,113.0,0.25,7.4,6.8,0.02,31.0,3.13,0.29,0.29,0.99338
12.8,108.0,0.42,7.5,4.3,0.04,34.0,3.14,0.45,0.34,0.99155
10.6,136.0,0.22,6.6,14.7,0.045,50.0,3.14,0.37,0.3,0.99704
10.4,193.0,0.29,6.5,1.7,0.034,41.0,3.25,0.59,0.52,0.99223
9.5,201.0,0.26,6.2,7.1,0.047,54.0,3.19,0.48,0.37,0.99523
10.7,158.0,0.28,5.6,3.9,0.043,52.0,3.35,0.44,0.27,0.99202
9.4,168.0,0.42,7.5,1.4,0.06,15.0,3.06,0.4,0.2,0.9944
9.2,113.0,0.38,6.1,3.9,0.06,27.0,3.07,0.34,0.14,0.99344
8.9,180.0,0.32,6.9,8.1,0.046,51.0,3.13,0.45,0.15,0.9958
10.9,128.0,0.26,7.1,2.2,0.044,29.0,3.34,0.64,0.31,0.9937
9.0,227.0,0.33,7.4,7.6,0.05,40.0,3.12,0.52,0.44,0.99679
11.3,85.0,0.24,6.0,2.5,0.026,31.0,3.13,0.5,0.33,0.99014
9.5,202.0,0.29,6.5,10.6,0.042,66.0,3.24,0.53,0.42,0.99674
10.6,121.0,0.21,5.7,0.9,0.038,38.0,3.24,0.46,0.32,0.99074
11.1,113.0,0.23,7.0,1.8,0.048,25.0,3.11,0.47,0.32,0.9915
8.9,196.0,0.62,6.4,4.7,0.06,33.0,3.22,0.48,0.12,0.99556
9.7,219.0,0.25,8.0,17.2,0.036,49.0,2.96,0.46,0.13,0.9996
10.6,185.0,0.18,6.7,10.3,0.057,64.0,3.12,0.5,0.24,0.99519
9.8,177.0,0.23,7.0,13.0,0.051,72.0,3.16,0.49,0.36,0.9972
10.1,168.0,0.16,5.6,1.4,0.044,53.0,3.28,0.37,0.27,0.9918
8.8,133.0,0.23,6.5,16.3,0.038,43.0,3.26,0.41,0.36,0.99924
13.0,74.0,0.41,7.3,1.8,0.032,26.0,2.96,0.35,0.29,0.98889
11.7,88.0,0.37,5.7,1.1,0.029,24.0,3.18,0.39,0.3,0.98883
9.1,144.0,0.19,6.5,0.8,0.043,33.0,3.42,0.39,0.3,0.9936
10.7,111.0,0.21,7.5,1.2,0.06,26.0,3.51,0.47,0.34,0.9931
10.7,102.0,0.18,7.4,1.6,0.047,22.0,3.28,0.44,0.4,0.9937
11.9,92.0,0.22,6.5,2.2,0.028,36.0,3.27,0.59,0.32,0.99076
9.4,203.0,0.22,7.3,15.5,0.048,70.0,3.25,0.77,0.37,0.99899
10.0,244.0,0.35,6.2,7.3,0.044,56.0,3.36,0.55,0.29,0.9956
9.1,143.0,0.2,8.4,6.3,0.048,30.0,3.25,0.5,0.27,0.9966
12.2,119.0,0.32,5.3,9.65,0.026,26.0,3.18,0.53,0.23,0.99168
11.1,156.0,0.23,7.3,1.8,0.032,60.0,3.11,0.35,0.37,0.992
9.5,184.0,0.3,6.3,7.7,0.049,47.0,3.22,0.48,0.19,0.99514
8.7,134.0,0.36,8.1,13.6,0.051,60.0,2.96,0.39,0.59,0.99886
10.6,104.0,0.16,7.2,1.3,0.037,27.0,3.23,0.57,0.49,0.9924
11.4,100.0,0.48,7.6,0.8,0.037,4.0,3.03,0.39,0.37,0.9902
11.1,125.0,0.16,6.4,1.4,0.057,21.0,3.23,0.44,0.25,0.99091
9.6,205.0,0.29,5.9,7.4,0.037,58.0,3.26,0.41,0.33,0.99495
10.4,153.0,0.22,7.8,1.4,0.056,21.0,3.2,0.53,0.36,0.993
10.5,122.0,0.26,6.8,1.7,0.049,41.0,3.47,0.48,0.42,0.993
12.4,145.0,0.31,5.2,5.1,0.031,46.0,3.14,0.31,0.36,0.9897
13.4,68.0,0.34,6.3,6.0,0.02,18.0,3.22,0.29,0.31,0.98981
11.1,68.0,0.25,6.6,5.6,0.039,15.0,2.96,0.52,0.32,0.99163
13.3,86.0,0.33,6.6,2.65,0.041,35.0,3.11,0.39,0.4,0.98916
11.3,115.0,0.25,6.4,1.4,0.04,42.0,3.19,0.48,0.33,0.9906
12.3,88.0,0.29,5.8,3.7,0.029,30.0,3.25,0.42,0.33,0.98994
9.8,60.0,0.24,6.5,1.6,0.046,15.0,3.19,0.39,0.24,0.9928
10.1,84.0,0.38,6.6,1.2,0.042,20.0,3.22,0.45,0.18,0.9927
9.75,182.0,0.24,5.7,6.3,0.069,35.0,3.11,0.46,0.47,0.99391
10.55,165.0,0.31,6.8,10.5,0.043,30.0,3.36,0.55,0.25,0.9972
11.0,131.0,0.24,7.0,1.3,0.043,18.0,3.19,0.45,0.47,0.99176
10.6,168.0,0.28,6.9,7.2,0.04,47.0,3.29,0.57,0.31,0.9946
10.9,90.0,0.16,7.1,10.7,0.044,20.0,3.16,0.44,0.36,0.9959
10.4,141.0,0.25,6.6,8.5,0.042,29.0,3.28,0.6,0.33,0.99546
9.3,205.0,0.48,7.6,10.4,0.049,57.0,3.24,0.45,0.28,0.99748
9.8,178.0,0.26,6.6,11.6,0.045,45.0,3.33,0.43,0.25,0.99691
9.2,182.0,0.47,7.2,8.3,0.083,27.0,3.0,0.35,0.65,0.9964
9.9,125.0,0.2,5.7,2.5,0.046,38.0,3.34,0.5,0.3,0.99276
9.8,203.0,0.34,7.2,5.8,0.062,52.0,3.17,0.44,0.2,0.99461
9.5,152.0,0.16,7.9,7.4,0.05,58.0,3.12,0.37,0.3,0.99612
9.1,163.0,0.18,7.4,13.1,0.056,72.0,3.42,0.35,0.36,1.0
12.3,165.0,0.14,7.9,1.2,0.028,30.0,3.08,0.82,0.74,0.991
9.6,103.0,0.12,7.0,6.3,0.057,17.0,3.5,0.44,0.28,0.9957
11.2,151.0,0.15,5.7,3.7,0.045,57.0,3.22,0.27,0.28,0.9913
10.5,154.0,0.26,6.8,1.9,0.043,70.0,3.18,0.52,0.24,0.99273
10.8,142.0,0.21,7.1,3.8,0.021,40.0,3.17,0.39,0.31,0.99215
9.3,176.0,0.26,6.4,1.1,0.052,22.0,3.09,0.54,0.26,0.99304
12.5,109.0,0.26,9.4,1.2,0.047,25.0,3.23,0.28,0.53,0.9921
9.5,174.0,0.29,7.2,7.7,0.046,51.0,3.16,0.52,0.2,0.99582
8.9,230.0,0.27,6.1,6.7,0.041,61.0,3.12,0.4,0.44,0.99505
12.5,93.0,0.39,7.6,3.6,0.035,22.0,3.08,0.6,0.32,0.99144
10.7,138.0,0.32,6.5,8.5,0.051,20.0,3.03,0.42,0.23,0.9943
11.4,89.0,0.25,6.6,1.45,0.04,40.0,3.35,0.4,0.39,0.9911
11.2,85.0,0.25,6.6,1.3,0.04,28.0,2.87,0.48,0.25,0.98984
13.0,173.0,0.3,5.0,3.7,0.03,54.0,3.36,0.3,0.33,0.9887
10.8,118.0,0.26,6.8,7.0,0.041,38.0,3.25,0.52,0.32,0.9939
11.9,212.0,0.31,6.3,10.0,0.046,49.0,3.74,0.55,0.3,0.9962
9.9,163.0,0.43,7.2,6.7,0.058,40.0,3.2,0.41,0.24,0.995
9.8,184.0,0.36,6.2,10.4,0.06,22.0,3.31,0.56,0.45,0.99711
10.4,163.0,0.16,7.5,12.7,0.043,70.5,3.15,0.82,0.38,0.99706
9.3,197.0,0.31,7.1,13.6,0.056,54.0,3.1,0.49,0.47,0.9978
10.4,91.0,0.265,5.4,7.8,0.052,27.0,3.19,0.38,0.28,0.99432
9.1,171.0,0.23,7.1,16.5,0.04,60.0,3.16,0.59,0.35,0.999
10.3,131.0,0.13,6.6,4.9,0.058,47.0,3.51,0.45,0.3,0.9946
10.8,96.0,0.23,8.6,11.3,0.031,13.0,3.11,0.4,0.25,0.99645
10.9,197.0,0.6,5.8,1.3,0.044,72.0,3.56,0.43,0.0,0.99202
9.9,163.0,0.34,4.8,6.5,0.028,33.0,3.36,0.61,0.0,0.9939
9.2,189.0,0.25,6.6,8.0,0.047,61.0,3.22,0.49,0.51,0.99604
12.1,96.0,0.18,8.0,1.3,0.04,15.0,3.06,0.61,0.37,0.9912
9.6,174.0,0.33,6.5,8.3,0.048,68.0,3.14,0.5,0.38,0.99492
12.9,80.0,0.22,7.3,2.3,0.018,45.0,3.06,0.34,0.31,0.98936
10.8,69.0,0.315,5.5,2.6,0.033,10.0,3.12,0.59,0.38,0.9909
9.8,173.0,0.27,7.4,11.8,0.053,55.0,3.11,0.6,0.26,0.99699
9.8,115.0,0.27,7.6,2.5,0.059,37.0,3.09,0.37,0.29,0.99328
12.0,95.0,0.2,6.5,2.1,0.033,32.0,2.96,0.61,0.31,0.989435
10.5,124.0,0.25,6.1,10.5,0.049,41.0,3.14,0.35,0.18,0.9963
10.5,64.0,0.415,5.8,1.4,0.04,11.0,3.29,0.52,0.13,0.9922
9.8,146.0,0.23,7.6,8.6,0.053,65.0,3.11,0.32,0.29,0.9963
12.4,114.0,0.31,3.8,11.1,0.036,20.0,3.75,0.44,0.02,0.99248
10.0,213.0,0.31,6.4,7.5,0.04,57.0,3.32,0.43,0.39,0.99475
11.4,175.0,0.31,6.7,9.9,0.04,10.0,3.46,0.55,0.31,0.9953
11.5,84.0,0.25,7.3,6.4,0.034,8.0,3.18,0.46,0.39,0.9942
8.8,82.0,0.54,5.9,0.8,0.032,12.0,3.25,0.36,0.0,0.99286
11.3,97.0,0.22,6.0,12.2,0.033,25.0,3.17,0.42,0.33,0.99356
9.4,174.0,0.3,8.5,3.1,0.054,54.0,3.21,0.43,0.28,0.99543
12.1,121.0,0.26,6.6,9.4,0.028,13.0,3.17,0.34,0.28,0.99254
11.1,95.0,0.2,6.0,2.0,0.041,30.0,3.27,0.56,0.25,0.99078
9.6,153.0,0.23,8.3,2.1,0.049,21.0,3.09,0.5,0.3,0.9953
9.8,206.0,0.45,6.2,4.4,0.063,63.0,3.27,0.52,0.26,0.994
10.3,96.0,0.15,6.4,1.1,0.044,25.0,3.54,0.51,0.31,0.9932
12.4,124.0,0.32,6.1,1.5,0.036,38.0,3.29,0.42,0.24,0.9898
10.4,120.0,0.26,7.2,1.5,0.061,12.0,3.18,0.46,0.38,0.99192
11.0,89.0,0.21,6.7,2.5,0.034,35.0,3.25,0.5,0.37,0.9913
11.4,84.0,0.15,6.7,1.7,0.037,20.0,3.09,0.53,0.38,0.99046
12.5,81.0,0.36,6.7,8.3,0.034,29.0,2.96,0.39,0.28,0.99151
10.0,115.0,0.28,7.6,1.2,0.038,21.0,3.16,0.67,0.39,0.994
11.0,145.0,0.2,6.6,7.9,0.052,30.0,3.32,0.56,0.38,0.9947
11.0,74.0,0.26,6.7,5.8,0.025,26.0,3.28,0.53,0.29,0.9929
10.7,104.0,0.49,7.3,5.2,0.043,18.0,3.24,0.45,0.32,0.9952
9.2,237.0,0.2,7.3,19.5,0.039,69.0,3.1,0.48,0.29,1.00037
9.8,191.0,0.36,6.0,6.3,0.036,36.0,3.17,0.62,0.16,0.9942
11.9,167.0,0.18,7.7,1.2,0.041,42.0,3.11,0.44,0.53,0.9908
10.9,179.0,0.3,6.1,2.8,0.044,47.0,3.3,0.57,0.56,0.9924
11.0,124.0,0.35,7.9,1.6,0.038,11.0,3.25,0.48,0.36,0.9928
11.2,112.0,0.19,5.6,4.5,0.03,19.0,3.56,0.45,0.47,0.9922
9.5,206.0,0.3,6.2,13.4,0.046,57.0,3.17,0.43,0.26,0.99775
11.6,101.0,0.28,6.6,1.7,0.038,22.0,3.29,0.57,0.36,0.9912
10.0,146.0,0.32,6.6,10.9,0.041,37.0,3.24,0.47,0.27,0.9963
11.8,160.0,0.44,7.1,8.4,0.057,60.0,3.16,0.36,0.27,0.99257
9.9,131.0,0.41,6.8,8.8,0.045,28.0,3.12,0.59,0.3,0.9953
11.2,132.0,0.25,7.4,2.6,0.05,24.0,3.04,0.53,0.37,0.99138
12.7,136.0,0.22,7.0,2.7,0.03,41.0,3.16,0.37,0.31,0.9898
11.2,122.0,0.385,5.8,3.7,0.031,38.0,3.2,0.63,0.25,0.99128
11.9,108.0,0.24,8.4,7.4,0.039,46.0,3.03,0.33,0.49,0.9934
8.8,184.0,0.2,8.8,15.0,0.053,60.0,3.28,0.79,0.43,1.0008
11.0,172.0,0.2,6.4,7.4,0.032,53.0,3.24,0.58,0.22,0.99404
9.5,147.0,0.44,6.9,8.5,0.048,10.0,3.32,0.46,0.42,0.9974
9.4,162.0,0.39,7.0,5.3,0.169,32.0,3.2,0.48,0.31,0.9965
10.0,210.0,0.32,6.6,2.5,0.052,40.0,3.15,0.6,0.33,0.99316
10.2,140.0,0.225,5.6,9.8,0.054,59.0,3.17,0.39,0.24,0.99545
9.6,153.0,0.24,6.9,12.5,0.046,47.0,3.28,0.77,0.33,0.9983
10.8,128.0,0.2,7.0,5.9,0.038,39.0,3.21,0.48,0.49,0.9938
11.0,98.0,0.17,6.4,1.5,0.037,20.0,3.46,0.42,0.27,0.9916
9.5,212.0,0.26,7.9,10.3,0.039,73.0,2.93,0.49,0.33,0.9969
11.3,104.0,0.23,6.5,2.1,0.027,43.0,3.02,0.52,0.45,0.99054
9.3,217.0,0.325,6.6,7.7,0.049,53.0,3.16,0.4,0.49,0.996
8.8,128.0,0.27,6.0,1.5,0.056,35.0,3.12,0.45,0.15,0.9936
9.5,81.0,0.53,6.2,0.9,0.035,6.0,3.24,0.35,0.02,0.99234
12.0,188.0,0.2,7.2,2.0,0.039,43.0,3.3,0.41,0.3,0.9911
10.5,174.0,0.19,7.6,10.6,0.06,48.0,3.13,0.38,0.38,0.9962
11.1,168.0,0.33,6.4,7.2,0.041,42.0,3.22,0.49,0.3,0.99331
11.1,98.0,0.28,6.4,3.0,0.04,19.0,3.25,0.47,0.28,0.99216
11.1,101.0,0.19,8.4,1.6,0.047,9.0,3.06,0.65,0.42,0.994
9.3,186.0,0.55,6.2,12.0,0.049,27.0,3.17,0.5,0.45,0.9974
10.0,181.0,0.91,10.0,1.6,0.056,34.0,3.11,0.46,0.42,0.9968
11.3,249.5,0.18,6.1,2.0,0.038,20.0,3.37,0.79,0.36,0.9923
11.6,117.0,0.38,6.2,2.5,0.038,34.0,3.36,0.59,0.42,0.99132
11.2,172.0,0.22,7.3,1.5,0.04,32.0,3.27,0.48,0.26,0.99194
11.2,123.0,0.26,8.1,4.3,0.03,43.0,3.16,0.33,0.27,0.99212
11.4,101.0,0.25,6.9,1.3,0.038,22.0,3.03,0.39,0.4,0.9901
10.3,168.0,0.22,6.9,7.0,0.063,50.0,3.54,0.5,0.49,0.9957
9.5,344.0,0.33,9.1,1.7,0.062,50.5,3.1,0.7,0.38,0.9958
9.6,207.0,0.28,6.8,7.0,0.043,60.0,3.16,0.49,0.36,0.99556
11.3,132.0,0.11,6.8,1.1,0.042,51.0,3.18,0.74,0.42,0.99059
10.9,84.0,0.26,7.0,10.9,0.038,25.0,3.11,0.34,0.34,0.99432
10.9,77.0,0.42,5.9,2.4,0.034,19.0,3.25,0.48,0.36,0.99184
12.0,63.0,0.22,7.0,1.4,0.04,14.0,3.2,0.33,0.3,0.98985
12.5,63.0,0.24,7.2,2.0,0.029,21.0,3.13,0.63,0.36,0.99076
9.9,165.0,0.2,7.2,10.0,0.054,49.0,3.4,0.42,0.31,0.997
9.4,157.0,0.18,7.3,1.4,0.046,28.0,3.33,0.62,0.65,0.9946
10.0,144.0,0.46,6.4,4.9,0.046,34.0,3.1,0.56,0.08,0.99445
13.4,102.0,0.45,5.4,6.4,0.033,20.0,3.22,0.27,0.27,0.98944
9.9,120.0,0.22,5.9,6.4,0.041,28.0,3.27,0.5,0.18,0.99403
